"accountHolderID","bankAccount","investiment","customerStability","overdraftLimit","multipleChannel","serviceLoan","bankGuarantee","contract","paymentMethod","monthlyCharges","totalCharges","churn"
"4203-QGNZA","PJ","Não","28","Não","Não","Não","0","Semestral","PIX","20.25","535.35","Não"
"5043-TRZWM","PJ","Não","1","Não","Não","Mesa","1","Semestral","Débito automático","75.55","75.55","Não"
"0697-ZMSWS","PF","Não","4","Sim","Sim","Mesa","0","Semestral","Débito automático","85.65","338.9","Sim"
"7657-DYEPJ","PF","Não","38","Sim","Não","Website","1","Uma vez ao ano","Boleto","70.15","2497.35","Sim"
"9494-BDNNC","PF","Sim","66","Não","Sim","Mesa","0","Uma vez ao ano","Débito automático","95.3","6273.4","Não"
"1640-PLFMP","PJ","Não","1","Sim","Não","Mesa","1","Semestral","Débito automático","70.25","70.25","Não"
"5366-OBVMR","PJ","Sim","18","Sim","Não","Website","1","Semestral","PIX","50.3","908.75","Não"
"8276-MQBYC","PF","Não","51","Sim","Sim","Mesa","1","Semestral","Débito automático","97.8","4913.3","Sim"
"7644-OMVMY","PF","Sim","0","Não","Não","Não","0","Duas vezes ao ano","PIX","19.85"," ","Não"
"7593-XFKDI","PF","Não","1","Não","Não","Website","0","Semestral","PIX","46.3","46.3","Sim"
"4573-JKNAE","PF","Não","12","Não","Não","Não","0","Duas vezes ao ano","Transferência bancária","19.35","212.3","Não"
"0337-CNPZE","PJ","Não","41","Sim","Sim","Mesa","1","Semestral","Débito automático","106.3","4443.45","Sim"
"9817-APLHW","PF","Não","12","Não","Sim","Não","0","Semestral","Débito automático","25","316.2","Não"
"8380-MQINP","PJ","Sim","55","Não","Não","Não","0","Duas vezes ao ano","PIX","20.3","1079.05","Não"
"0840-DFEZH","PJ","Não","7","Sim","Sim","Mesa","1","Semestral","Débito automático","75.35","564.65","Não"
"1513-XNPPH","PJ","Não","12","Sim","Não","Mesa","1","Semestral","Débito automático","89.4","1095.65","Sim"
"8690-ZVLCL","PJ","Sim","68","Não","Sim","Website","1","Duas vezes ao ano","Boleto","88","6161.9","Não"
"6015-VVHHE","PJ","Não","5","Sim","Sim","Mesa","1","Semestral","Boleto","83.15","446.05","Sim"
"1125-SNVCK","PJ","Não","49","Não","Não","Website","1","Semestral","PIX","43.8","2106.05","Não"
"0384-LPITE","PF","Não","40","Não","Somente telefone","Website","0","Uma vez ao ano","Boleto","62.05","2511.55","Não"
"4616-EWBNJ","PJ","Não","16","Não","Não","Não","0","Uma vez ao ano","Transferência bancária","20.1","318.6","Não"
"6347-DCUIK","PF","Não","10","Sim","Sim","Mesa","0","Semestral","PIX","74.15","811.8","Sim"
"1335-HQMKX","PJ","Sim","72","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","101.35","7323.15","Não"
"2545-EBUPK","PJ","Não","2","Sim","Sim","Mesa","1","Semestral","Débito automático","84.05","186.05","Não"
"6923-AQONU","PF","Sim","23","Não","Não","Não","0","Duas vezes ao ano","PIX","20.9","454","Não"
"2172-EJXVF","PJ","Não","71","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","105.9","7521.95","Não"
"0897-FEGMU","PJ","Sim","11","Sim","Sim","Mesa","1","Semestral","Débito automático","99.5","1056.95","Sim"
"7663-RGWBC","PF","Não","1","Sim","Não","Website","0","Semestral","PIX","44.15","44.15","Sim"
"1120-BMWUB","PJ","Não","16","Sim","Não","Website","1","Semestral","PIX","53.9","834.15","Sim"
"9124-LHCJQ","PJ","Não","1","Sim","Sim","Mesa","1","Semestral","PIX","85.45","85.45","Sim"
"4536-PLEQY","PF","Sim","12","Sim","Não","Mesa","0","Semestral","Boleto","85.05","999.8","Não"
"7029-IJEJK","PJ","Não","54","Não","Somente telefone","Website","0","Uma vez ao ano","Transferência bancária","44.1","2369.7","Não"
"8871-JLMHM","PJ","Sim","68","Não","Sim","Mesa","1","Duas vezes ao ano","Boleto","90.2","6297.65","Não"
"2235-ZGKPT","PJ","Sim","4","Não","Sim","Website","1","Semestral","PIX","50.85","239.55","Sim"
"3891-PUQOD","PJ","Não","1","Não","Não","Website","1","Semestral","Débito automático","59.2","59.2","Sim"
"5447-VYTKW","PF","Não","27","Não","Não","Website","0","Semestral","PIX","53.45","1461.45","Não"
"3623-FQBOX","PF","Não","21","Sim","Não","Não","0","Semestral","PIX","19.95","416.4","Não"
"0689-NKYLF","PF","Não","13","Sim","Não","Mesa","0","Semestral","Débito automático","83.2","1060.6","Sim"
"8659-HDIYE","PJ","Não","64","Não","Sim","Website","1","Semestral","Boleto","74.65","4869.35","Não"
"3658-KIBGF","PJ","Não","1","Sim","Não","Website","1","Semestral","Débito automático","54.9","54.9","Sim"
"3474-BAFSJ","PF","Sim","57","Sim","Somente telefone","Website","0","Duas vezes ao ano","Transferência bancária","57.5","3265.95","Não"
"5519-YLDGW","PJ","Sim","21","Sim","Sim","Mesa","1","Semestral","Débito automático","103.9","2254.2","Sim"
"3865-ZFZIB","PF","Não","19","Não","Não","Não","0","Duas vezes ao ano","PIX","19.65","358.15","Não"
"1855-AGAWH","PF","Sim","31","Sim","Não","Mesa","0","Uma vez ao ano","Débito automático","93.8","2939.8","Não"
"7109-CQYUZ","PF","Não","52","Sim","Sim","Website","0","Duas vezes ao ano","PIX","89.25","4652.4","Não"
"1370-GGAWX","PJ","Não","46","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","94.15","4408.45","Não"
"4680-KUTAJ","PJ","Não","11","Sim","Sim","Website","1","Semestral","Débito automático","55.6","580.8","Não"
"5307-UVGNB","PJ","Sim","53","Sim","Somente telefone","Website","0","Semestral","Transferência bancária","48.7","2495.2","Não"
"4946-EDSEW","PJ","Sim","11","Sim","Não","Não","0","Semestral","PIX","19.25","180.3","Sim"
"2883-ILGWO","PF","Não","57","Sim","Sim","Mesa","1","Semestral","Transferência bancária","104.9","5913.95","Não"
"2516-VQRRV","PJ","Não","2","Sim","Sim","Mesa","1","Semestral","PIX","75.45","158.4","Sim"
"7580-UGXNC","PJ","Não","2","Não","Não","Website","1","Semestral","PIX","54.85","104.2","Sim"
"3642-BYHDO","PJ","Sim","71","Não","Não","Não","0","Duas vezes ao ano","Transferência bancária","19.9","1389.35","Não"
"9629-NHXFW","PJ","Sim","1","Sim","Não","Não","0","Semestral","PIX","19.4","19.4","Não"
"2696-RZVZW","PF","Sim","68","Não","Sim","Não","0","Duas vezes ao ano","Boleto","25.05","1629.2","Não"
"5766-FTRTS","PF","Sim","72","Não","Não","Website","0","Duas vezes ao ano","PIX","84.45","6033.1","Não"
"0396-HUJBP","PJ","Não","2","Não","Não","Não","0","Semestral","PIX","19.3","44.4","Não"
"5178-LMXOP","PF","Sim","1","Sim","Sim","Mesa","1","Semestral","Débito automático","95.1","95.1","Sim"
"8879-ZKJOF","PJ","Não","41","Sim","Não","Website","1","Uma vez ao ano","Transferência bancária","79.85","3320.75","Não"
"6285-FTQBF","PF","Sim","72","Não","Sim","Não","0","Duas vezes ao ano","Boleto","25.55","1867.7","Não"
"8185-UPYBR","PF","Sim","6","Sim","Sim","Mesa","0","Semestral","Débito automático","75.5","438","Sim"
"4585-HETAI","PJ","Sim","4","Sim","Não","Mesa","1","Semestral","Débito automático","73.75","325.45","Sim"
"7526-BEZQB","PF","Não","12","Sim","Sim","Mesa","0","Semestral","Débito automático","96.05","1148.1","Sim"
"1474-JUWSM","PJ","Sim","58","Sim","Sim","Website","1","Uma vez ao ano","Débito automático","68.4","3972.25","Não"
"3530-CRZSB","PJ","Não","7","Não","Não","Não","0","Semestral","PIX","20.65","155.9","Não"
"8498-XXGWA","PJ","Sim","65","Sim","Não","Website","1","Semestral","PIX","55.15","3673.15","Não"
"9617-INGJY","PF","Não","1","Sim","Não","Mesa","0","Semestral","PIX","70.6","70.6","Não"
"0621-TSSMU","PF","Sim","56","Não","Não","Não","0","Uma vez ao ano","Boleto","19.95","1126.75","Não"
"7234-KMNRQ","PF","Não","4","Não","Não","Não","0","Semestral","PIX","19","73.45","Não"
"7636-PEPNS","PJ","Sim","58","Sim","Não","Website","1","Uma vez ao ano","PIX","44.1","2413.05","Não"
"4683-WYDOU","PF","Sim","62","Sim","Sim","Mesa","0","Duas vezes ao ano","Transferência bancária","107.6","6912.7","Não"
"9052-DHNKM","PF","Não","26","Não","Sim","Website","0","Uma vez ao ano","Débito automático","61.55","1581.95","Não"
"6794-HKIAJ","PF","Não","62","Não","Sim","Mesa","0","Semestral","Transferência bancária","90.7","5586.45","Não"
"5578-NKCXI","PJ","Sim","58","Não","Não","Mesa","1","Uma vez ao ano","Boleto","99.25","5846.65","Não"
"1642-HMARX","PJ","Sim","68","Sim","Sim","Website","1","Duas vezes ao ano","Débito automático","91.7","6424.7","Não"
"3096-WPXBT","PJ","Sim","61","Sim","Sim","Mesa","1","Uma vez ao ano","Boleto","100.7","6018.65","Não"
"8434-PNQZX","PJ","Não","42","Sim","Sim","Website","1","Duas vezes ao ano","Boleto","78.45","3373.4","Não"
"5950-AAAGJ","PF","Não","18","Não","Sim","Mesa","0","Semestral","Transferência bancária","84.3","1537.9","Não"
"4299-OPXEJ","PJ","Não","56","Sim","Não","Não","0","Duas vezes ao ano","Transferência bancária","19.55","1080.55","Não"
"4951-UKAAQ","PJ","Não","4","Sim","Sim","Mesa","1","Semestral","Débito automático","88.95","355.2","Sim"
"9618-LFJRU","PJ","Não","4","Não","Não","Não","0","Semestral","Boleto","20.45","82.85","Não"
"6693-DJWTY","PJ","Não","35","Não","Não","Website","1","Uma vez ao ano","Boleto","55.6","2016.45","Não"
"0744-GKNGE","PJ","Sim","64","Sim","Sim","Mesa","1","Semestral","Transferência bancária","86.8","5327.25","Não"
"6447-EGDIV","PJ","Não","31","Não","Não","Não","0","Uma vez ao ano","PIX","20.95","683.25","Não"
"1167-OYZJF","PJ","Sim","67","Sim","Não","Não","0","Duas vezes ao ano","Transferência bancária","20.05","1263.05","Não"
"2108-YKQTY","PJ","Não","4","Não","Não","Website","1","Semestral","Boleto","50.7","151.3","Sim"
"4806-DXQCE","PJ","Sim","70","Sim","Sim","Mesa","1","Duas vezes ao ano","Débito automático","113.65","7714.65","Não"
"4918-QLLIW","PF","Não","3","Não","Não","Website","0","Semestral","Boleto","53.4","188.7","Sim"
"7056-IMHCC","PF","Sim","53","Sim","Sim","Mesa","1","Semestral","Débito automático","101.9","5549.4","Sim"
"4854-SSLTN","PF","Sim","2","Não","Não","Website","0","Duas vezes ao ano","PIX","59.5","130.5","Não"
"5294-DMSFH","PJ","Sim","29","Sim","Não","Mesa","1","Semestral","Boleto","87.8","2621.75","Não"
"4837-PZTIC","PJ","Não","47","Não","Somente telefone","Website","0","Duas vezes ao ano","PIX","41.9","1875.25","Não"
"1625-JAIIY","PJ","Sim","68","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","83","5685.8","Sim"
"0603-OLQDC","PF","Não","12","Sim","Não","Website","0","Semestral","PIX","69.85","837.5","Não"
"3272-VUHPV","PJ","Sim","8","Não","Não","Website","1","Semestral","Transferência bancária","56.3","401.5","Não"
"4176-FXYBO","PF","Sim","54","Não","Sim","Mesa","0","Semestral","Débito automático","109.55","6118.95","Não"
"1063-DHQJF","PF","Sim","69","Sim","Não","Mesa","0","Duas vezes ao ano","PIX","92.15","6480.9","Não"
"8663-UPDGF","PJ","Não","26","Sim","Sim","Website","1","Semestral","Transferência bancária","69.5","1800.05","Não"
"6719-FGEDO","PJ","Sim","72","Sim","Sim","Mesa","1","Duas vezes ao ano","Transferência bancária","97","7104.2","Não"
"1837-YQUCE","PJ","Não","70","Sim","Somente telefone","Website","0","Duas vezes ao ano","Transferência bancária","58.35","4214.25","Não"
"2947-DOMLJ","PF","Não","1","Não","Não","Website","0","Semestral","PIX","50.6","50.6","Sim"
"4112-LUEIZ","PF","Não","10","Sim","Não","Mesa","0","Semestral","Débito automático","89.5","863.1","Sim"
"0369-ZGOVK","PJ","Sim","28","Sim","Não","Mesa","1","Uma vez ao ano","Transferência bancária","70.4","1992.2","Não"
"4510-HIMLV","PF","Não","1","Sim","Não","Mesa","0","Semestral","Débito automático","69.8","69.8","Sim"
"9919-KNPOO","PJ","Sim","21","Sim","Sim","Mesa","1","Semestral","Débito automático","94.3","1948.35","Não"
"8749-JMNKX","PF","Sim","51","Sim","Sim","Mesa","1","Semestral","Transferência bancária","93.8","4750.95","Sim"
"7872-BAAZR","PJ","Sim","53","Não","Não","Não","0","Uma vez ao ano","Transferência bancária","19.55","1007.9","Não"
"9391-LMANN","PF","Não","53","Não","Não","Mesa","0","Uma vez ao ano","Débito automático","95.95","5036.9","Não"
"2430-USGXP","PF","Sim","24","Sim","Sim","Mesa","0","Semestral","Débito automático","101.05","2391.8","Sim"
"8174-TBVCF","PJ","Sim","70","Sim","Sim","Website","1","Duas vezes ao ano","Boleto","94.8","6859.05","Não"
"1698-XFZCI","PF","Não","61","Sim","Sim","Mesa","0","Uma vez ao ano","Débito automático","107.75","6521.9","Não"
"1877-HKBQX","PJ","Não","11","Sim","Não","Website","1","Uma vez ao ano","PIX","54.6","617.85","Não"
"4450-DLLMH","PF","Não","2","Sim","Não","Mesa","0","Semestral","Boleto","71.3","157.75","Não"
"0428-AXXLJ","PF","Não","25","Sim","Não","Não","0","Uma vez ao ano","Transferência bancária","19.5","516.3","Não"
"2746-DIJLO","PJ","Não","41","Sim","Sim","Website","1","Uma vez ao ano","Boleto","56.3","2364","Não"
"5955-ERIHD","PF","Sim","18","Sim","Sim","Mesa","0","Semestral","Débito automático","94.7","1687.95","Sim"
"0917-EZOLA","PF","Sim","72","Sim","Sim","Mesa","1","Duas vezes ao ano","Transferência bancária","104.15","7689.95","Sim"
"3508-VLHCZ","PJ","Sim","71","Sim","Sim","Website","1","Duas vezes ao ano","Boleto","90.55","6239.05","Não"
"4086-ATNFV","PJ","Sim","34","Sim","Não","Website","1","Uma vez ao ano","PIX","60.8","2042.05","Não"
"0468-YRPXN","PF","Não","29","Sim","Não","Mesa","0","Semestral","Boleto","98.8","2807.1","Não"
"5996-NRVXR","PF","Sim","40","Sim","Não","Mesa","1","Uma vez ao ano","Boleto","98.15","4116.8","Não"
"3739-YBWAB","PF","Sim","36","Não","Somente telefone","Website","0","Uma vez ao ano","PIX","35.35","1317.95","Não"
"7047-FWEYA","PJ","Sim","46","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","103.15","4594.65","Não"
"2000-MPKCA","PJ","Não","58","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","107.75","6332.75","Não"
"9762-YAQAA","PF","Não","39","Não","Sim","Mesa","0","Uma vez ao ano","Boleto","81.4","3213.75","Não"
"5949-EBSQK","PF","Sim","4","Não","Não","Website","0","Semestral","Boleto","61.45","229.55","Sim"
"5473-KHBPS","PJ","Sim","52","Sim","Sim","Mesa","1","Uma vez ao ano","Boleto","95.7","4976.15","Não"
"0100-DUVFC","PF","Sim","70","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","104.8","7308.95","Não"
"5397-TUPSH","PF","Sim","65","Sim","Não","Mesa","1","Uma vez ao ano","Transferência bancária","70.95","4555.2","Não"
"8950-MTZNV","PF","Não","1","Sim","Não","Website","0","Semestral","PIX","44.95","44.95","Não"
"0326-VDYXE","PJ","Sim","70","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","97.65","6982.5","Não"
"6773-LQTVT","PJ","Sim","29","Sim","Somente telefone","Website","0","Semestral","PIX","35.65","1025.15","Não"
"7274-RTAPZ","PF","Não","1","Sim","Não","Mesa","0","Semestral","Débito automático","90.55","90.55","Sim"
"0436-TWFFZ","PJ","Não","67","Sim","Sim","Website","1","Duas vezes ao ano","PIX","85.25","5714.2","Não"
"8566-YPRGL","PJ","Não","1","Sim","Não","Não","0","Semestral","PIX","19.5","19.5","Não"
"0311-UNPFF","PJ","Não","26","Sim","Não","Mesa","1","Semestral","Transferência bancária","88.8","2274.35","Sim"
"6609-MXJHJ","PJ","Sim","30","Sim","Sim","Não","0","Duas vezes ao ano","PIX","25.1","789.55","Não"
"2669-OIDSD","PJ","Sim","48","Sim","Não","Mesa","1","Semestral","Boleto","100.05","4834","Não"
"8400-WZICQ","PJ","Sim","55","Não","Não","Website","1","Semestral","Débito automático","55.7","3131.8","Não"
"3834-XUIFC","PF","Não","7","Sim","Sim","Mesa","0","Semestral","PIX","85.2","602.55","Sim"
"9576-SYUHJ","PF","Não","37","Sim","Sim","Mesa","0","Semestral","Débito automático","91.15","3369.25","Não"
"0410-IPFTY","PJ","Sim","31","Sim","Não","Mesa","1","Semestral","Transferência bancária","83.85","2674.15","Não"
"2831-EBWRN","PF","Não","4","Sim","Não","Website","0","Semestral","Débito automático","45.9","199.75","Não"
"9430-NKQLY","PF","Sim","72","Sim","Sim","Não","0","Duas vezes ao ano","Boleto","25.1","1790.8","Não"
"8414-MYSHR","PF","Não","5","Sim","Não","Mesa","1","Semestral","Débito automático","91.4","449.75","Sim"
"0247-SLUJI","PF","Sim","1","Não","Não","Não","0","Semestral","PIX","19.7","19.7","Não"
"9402-ORRAH","PJ","Não","15","Sim","Não","Mesa","1","Semestral","Débito automático","91.5","1400.3","Não"
"6483-OATDN","PF","Sim","8","Sim","Não","Website","0","Semestral","Boleto","51.3","411.6","Não"
"1293-HHSHJ","PJ","Não","35","Não","Não","Não","0","Uma vez ao ano","PIX","21.1","741","Não"
"4840-ORQXB","PJ","Não","56","Não","Sim","Mesa","1","Semestral","Débito automático","104.75","5841.35","Não"
"7599-FKVXZ","PF","Sim","42","Sim","Sim","Mesa","0","Semestral","Transferência bancária","106.15","4512.7","Sim"
"3982-DQLUS","PF","Sim","65","Sim","Sim","Mesa","1","Semestral","Débito automático","85.75","5688.45","Não"
"8610-ZIKJJ","PJ","Sim","2","Não","Não","Não","0","Uma vez ao ano","PIX","20.3","31.9","Não"
"3756-VNWDH","PF","Sim","65","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","100.75","6674.65","Não"
"7801-KICAO","PJ","Não","18","Sim","Sim","Mesa","1","Semestral","Débito automático","74.15","1345.75","Não"
"7673-LPRNY","PJ","Não","23","Sim","Sim","Website","1","Uma vez ao ano","Débito automático","78.55","1843.05","Não"
"8229-TNIQA","PJ","Não","4","Sim","Não","Website","1","Semestral","PIX","45.3","196.95","Sim"
"6060-QBMGV","PF","Sim","70","Não","Não","Não","0","Duas vezes ao ano","Boleto","19.85","1433.8","Não"
"7339-POGZN","PJ","Não","4","Não","Sim","Website","1","Semestral","Débito automático","50.7","214.55","Não"
"2828-SLQPF","PF","Não","19","Sim","Não","Website","0","Semestral","Transferência bancária","45","865.85","Não"
"4465-VDKIQ","PJ","Não","18","Não","Não","Mesa","1","Semestral","Débito automático","77.8","1358.6","Não"
"2921-XWDJH","PJ","Sim","38","Sim","Não","Mesa","1","Semestral","Débito automático","83.45","3147.15","Não"
"6221-AVQYL","PF","Não","2","Sim","Sim","Mesa","0","Semestral","Boleto","73.25","131.05","Sim"
"2558-BUOZZ","PF","Não","47","Não","Sim","Mesa","0","Uma vez ao ano","Transferência bancária","94.8","4535.85","Não"
"9257-AZMTZ","PJ","Sim","52","Não","Não","Não","0","Duas vezes ao ano","Transferência bancária","20.1","1078.75","Não"
"0003-MKNFE","PF","Não","9","Não","Sim","Website","0","Semestral","PIX","59.9","542.4","Não"
"0975-UYDTX","PJ","Sim","26","Sim","Sim","Website","1","Uma vez ao ano","Boleto","90.1","2312.55","Não"
"7743-EXURX","PF","Sim","8","Sim","Não","Website","0","Semestral","Débito automático","51.05","415.05","Sim"
"4682-BLBUC","PF","Sim","44","Sim","Não","Website","0","Uma vez ao ano","Débito automático","70.95","3250.45","Não"
"0975-VOOVL","PJ","Não","3","Não","Somente telefone","Website","0","Semestral","PIX","29.2","98.5","Não"
"5968-VXZLG","PF","Não","2","Sim","Não","Website","0","Semestral","Transferência bancária","46.6","87.9","Não"
"5569-KGJHX","PJ","Sim","9","Sim","Sim","Mesa","1","Semestral","Transferência bancária","85.35","754.65","Sim"
"4988-IQIGL","PF","Não","1","Sim","Sim","Mesa","1","Semestral","Débito automático","75.35","75.35","Sim"
"5201-FRKKS","PF","Não","25","Não","Não","Mesa","0","Semestral","Transferência bancária","74.3","1952.25","Não"
"9799-CAYJJ","PJ","Sim","2","Sim","Não","Mesa","1","Semestral","Débito automático","69.3","153.8","Não"
"7730-IUTDZ","PF","Não","43","Sim","Não","Mesa","0","Semestral","Débito automático","75.2","3198.6","Sim"
"0426-TIRNE","PJ","Não","1","Não","Não","Não","0","Semestral","PIX","20.9","20.9","Sim"
"5443-SCMKX","PJ","Sim","58","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","94.3","5610.15","Não"
"8295-KMENE","PJ","Sim","59","Sim","Sim","Website","1","Duas vezes ao ano","PIX","76.45","4519.5","Não"
"6738-ISCBM","PF","Não","44","Sim","Somente telefone","Website","0","Uma vez ao ano","Débito automático","54","2440.25","Não"
"9821-BESNZ","PF","Não","66","Sim","Sim","Mesa","0","Uma vez ao ano","Débito automático","104.25","6860.6","Não"
"3678-MNGZX","PF","Sim","68","Não","Não","Não","0","Duas vezes ao ano","Transferência bancária","19.95","1377.7","Não"
"1335-NTIUC","PF","Não","9","Sim","Somente telefone","Website","0","Semestral","Débito automático","24.95","190.25","Não"
"2916-BQZLN","PF","Não","19","Sim","Sim","Mesa","0","Semestral","Débito automático","84.75","1651.95","Não"
"4558-CGYCZ","PF","Não","4","Não","Não","Não","0","Semestral","PIX","19.75","78.3","Não"
"2368-GAKKQ","PJ","Não","70","Sim","Sim","Mesa","1","Duas vezes ao ano","Transferência bancária","113.65","7939.25","Não"
"8710-YGLWG","PF","Não","1","Sim","Não","Website","0","Semestral","PIX","44.9","44.9","Não"
"3199-XGZCY","PJ","Não","8","Sim","Sim","Mesa","1","Semestral","Débito automático","75.25","576.7","Não"
"3785-KTYSH","PF","Não","53","Não","Sim","Não","0","Duas vezes ao ano","PIX","24.6","1279","Não"
"6814-ZPWFQ","PF","Não","51","Não","Sim","Não","1","Uma vez ao ano","Transferência bancária","25","1260.7","Não"
"4063-EIKNQ","PF","Sim","11","Não","Não","Não","0","Semestral","Transferência bancária","20.95","267.35","Não"
"6993-YCOBK","PF","Sim","60","Sim","Sim","Mesa","0","Duas vezes ao ano","Débito automático","110.6","6586.85","Não"
"5206-HPJKM","PF","Não","17","Sim","Não","Website","0","Semestral","Boleto","55.5","934.15","Não"
"7587-RZNME","PF","Não","3","Sim","Não","Website","0","Semestral","Débito automático","43.3","123.65","Sim"
"0748-RDGGM","PF","Sim","70","Sim","Não","Mesa","0","Uma vez ao ano","Transferência bancária","109.5","7534.65","Sim"
"8393-JMVMB","PF","Não","1","Não","Não","Não","0","Semestral","PIX","19.45","19.45","Não"
"5019-GQVCR","PF","Não","43","Sim","Sim","Mesa","1","Semestral","Débito automático","84.85","3645.6","Não"
"6036-TTFYU","PJ","Sim","16","Não","Não","Não","0","Semestral","PIX","19.6","314.45","Não"
"2550-AEVRU","PJ","Sim","57","Não","Não","Website","1","Uma vez ao ano","Débito automático","53.45","3053","Não"
"0969-RGKCU","PF","Sim","37","Não","Não","Não","0","Uma vez ao ano","Boleto","19.8","677.05","Não"
"0378-CJKPV","PJ","Sim","72","Não","Sim","Mesa","1","Duas vezes ao ano","Boleto","112.1","7965.95","Não"
"4706-AXVKM","PJ","Não","11","Sim","Sim","Mesa","1","Semestral","Boleto","84.8","906.85","Sim"
"5889-JTMUL","PJ","Sim","50","Sim","Sim","Mesa","1","Semestral","Débito automático","95.05","4888.7","Sim"
"9026-RNUJS","PF","Não","5","Não","Não","Website","1","Semestral","Débito automático","50.35","237.25","Sim"
"3746-EUBYR","PF","Sim","1","Sim","Sim","Mesa","0","Semestral","Transferência bancária","74.6","74.6","Sim"
"2332-EFBJY","PF","Não","16","Sim","Não","Não","0","Semestral","PIX","19.7","342.4","Sim"
"2880-FPNAE","PF","Sim","2","Sim","Não","Mesa","1","Semestral","Débito automático","74.2","140.1","Não"
"1703-MGIAB","PJ","Não","17","Sim","Sim","Website","1","Semestral","PIX","69","1108","Não"
"4311-QTTAI","PJ","Não","16","Não","Não","Não","0","Uma vez ao ano","Boleto","19.35","295.55","Não"
"9474-PHLYD","PJ","Não","15","Sim","Não","Website","1","Semestral","Débito automático","59.45","892.65","Sim"
"4318-RAJVY","PJ","Não","10","Sim","Não","Não","0","Uma vez ao ano","PIX","19.8","198.25","Não"
"2165-VOEGB","PJ","Não","46","Sim","Não","Mesa","1","Uma vez ao ano","Transferência bancária","105.2","4822.85","Sim"
"3612-YUNGG","PF","Sim","64","Sim","Sim","Mesa","0","Duas vezes ao ano","Boleto","109.2","6741.15","Não"
"2254-DLXRI","PJ","Não","1","Sim","Sim","Mesa","1","Semestral","PIX","79.15","79.15","Não"
"5062-CJJKH","PF","Sim","25","Não","Não","Website","0","Uma vez ao ano","PIX","53.65","1355.45","Não"
"9028-LIHRP","PF","Sim","71","Não","Não","Mesa","0","Duas vezes ao ano","Boleto","100.2","7209","Não"
"2219-MVUSO","PF","Não","8","Sim","Não","Website","0","Semestral","PIX","45.15","438.4","Sim"
"1053-MXTTK","PJ","Sim","72","Sim","Não","Mesa","1","Duas vezes ao ano","Transferência bancária","108.65","7726.35","Não"
"1530-ZTDOZ","PJ","Sim","49","Não","Somente telefone","Website","0","Semestral","Transferência bancária","40.65","2070.75","Não"
"1301-LOPVR","PF","Sim","29","Sim","Somente telefone","Website","0","Uma vez ao ano","Boleto","55.35","1636.95","Não"
"0853-TWRVK","PF","Sim","72","Não","Sim","Mesa","0","Duas vezes ao ano","Transferência bancária","105.6","7581.5","Não"
"8914-RBTSB","PF","Sim","31","Não","Sim","Mesa","0","Semestral","Débito automático","93.8","3019.5","Sim"
"6212-ATMLK","PJ","Não","50","Sim","Sim","Mesa","1","Semestral","Débito automático","95.7","4729.75","Não"
"8200-LGKSR","PF","Sim","71","Não","Sim","Website","0","Duas vezes ao ano","Débito automático","83.2","6126.1","Não"
"1568-BEKZM","PF","Sim","70","Não","Sim","Website","1","Duas vezes ao ano","Boleto","90.05","6333.4","Não"
"0670-ANMUU","PF","Não","71","Não","Sim","Mesa","0","Uma vez ao ano","Boleto","97.65","6687.85","Não"
"6897-RWMUB","PF","Sim","61","Sim","Não","Website","0","Duas vezes ao ano","Transferência bancária","68.05","4158.25","Não"
"0963-ZBDRN","PF","Não","32","Sim","Não","Mesa","0","Semestral","Débito automático","96.2","3183.4","Sim"
"7594-RQHXR","PJ","Não","1","Sim","Não","Mesa","1","Semestral","Débito automático","79.6","79.6","Sim"
"6999-CHVCF","PF","Não","68","Sim","Sim","Mesa","0","Duas vezes ao ano","Transferência bancária","102.1","7149.35","Não"
"6134-KWTBV","PF","Não","62","Não","Sim","Não","0","Duas vezes ao ano","Transferência bancária","23.4","1429.65","Não"
"1077-HUUJM","PJ","Não","7","Sim","Não","Mesa","1","Semestral","Débito automático","71.05","472.65","Não"
"6331-EWIEB","PF","Não","20","Sim","Sim","Mesa","0","Semestral","Débito automático","85.25","1734.5","Sim"
"0895-LNKRC","PF","Sim","6","Não","Não","Não","0","Uma vez ao ano","PIX","19.45","113.5","Não"
"2045-BMBTJ","PJ","Não","33","Sim","Somente telefone","Website","0","Semestral","Transferência bancária","59.45","1884.65","Não"
"8417-GSODA","PF","Sim","28","Não","Sim","Mesa","0","Uma vez ao ano","Transferência bancária","92.2","2568.15","Não"
"5171-EPLKN","PF","Não","27","Não","Não","Não","0","Duas vezes ao ano","Boleto","19.85","470","Não"
"4452-QIIEB","PF","Não","7","Não","Não","Website","0","Semestral","PIX","43.9","278.4","Não"
"5998-VVEJY","PF","Não","26","Sim","Sim","Mesa","0","Semestral","Débito automático","80.5","2088.8","Sim"
